id,target_type,target_name,check_type,severity,status,details,evidence
333,table_or_view,public.avatar_presets,legacy_table_compat_view_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
334,table_or_view,public.avatar_presets,check_constraint_enforcement,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
335,table_or_view,public.avatar_presets,enum_value_drift_scan,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
336,table_or_view,public.avatar_presets,project_assignment_integrity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
337,table_or_view,public.avatar_presets,milestone_release_integrity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
338,table_or_view,public.avatar_presets,financial_ledger_consistency,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
339,table_or_view,public.avatar_presets,wallet_balance_reconciliation,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
340,table_or_view,public.avatar_presets,openapi_endpoint_contract,P2,PASS,GET status=200,/rest/v1/avatar_presets?select=*
341,table_or_view,public.avatar_presets,edge_function_auth_mode,P1,PASS,Edge functions probed: 11,OPTIONS probes
342,table_or_view,public.avatar_presets,edge_function_cors_mode,P2,PASS,Edge functions probed: 11,OPTIONS probes
343,table_or_view,public.avatar_presets,edge_function_error_shape,P2,PASS,Edge functions probed: 11,OPTIONS probes
344,table_or_view,public.avatar_presets,email_provider_sendability,P1,PASS,No domain restriction detected in probe,send-invoice probe
345,table_or_view,public.avatar_presets,email_provider_domain_verification_required,P2,PASS,No domain restriction detected in probe,send-invoice probe
346,table_or_view,public.avatar_presets,paystack_init_payload_validity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
347,table_or_view,public.avatar_presets,paystack_webhook_payload_validity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
348,table_or_view,public.avatar_presets,resend_payload_validity,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
349,table_or_view,public.avatar_presets,oauth_redirect_url_alignment,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
350,table_or_view,public.avatar_presets,localhost_origin_alignment,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
351,table_or_view,public.avatar_presets,vercel_env_placeholder_compliance,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
352,table_or_view,public.avatar_presets,demo_data_absence_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
353,table_or_view,public.avatar_presets,seed_script_safety_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
354,table_or_view,public.avatar_presets,sql_injection_surface_scan,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
355,table_or_view,public.avatar_presets,xss_surface_scan,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
356,table_or_view,public.avatar_presets,csrf_relevance_assessment,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
357,table_or_view,public.avatar_presets,rate_limit_presence,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
358,table_or_view,public.avatar_presets,abuse_protection_presence,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
359,table_or_view,public.avatar_presets,log_noise_vs_signal_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
360,table_or_view,public.avatar_presets,p0_error_log_absence,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
361,table_or_view,public.avatar_presets,table_growth_risk_signal,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
362,table_or_view,public.avatar_presets,retention_policy_defined,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
363,table_or_view,public.avatar_presets,anomaly_detection_signal,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
364,table_or_view,public.avatar_presets,tenant_isolation_signal,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
365,table_or_view,public.avatar_presets,cross_dashboard_data_join_validity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
366,table_or_view,public.avatar_presets,message_thread_integrity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
367,table_or_view,public.avatar_presets,proposal_lifecycle_integrity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
368,table_or_view,public.avatar_presets,project_status_transition_graph,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
369,table_or_view,public.avatar_presets,invoice_status_transition_graph,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
370,table_or_view,public.avatar_presets,notification_read_unread_transition,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
371,table_or_view,public.avatar_presets,avatar_url_validity_sanity,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
372,table_or_view,public.avatar_presets,storage_signed_url_policy,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
373,table_or_view,public.conversation_participants,table_exists,P0,PASS,Found in inventory,db_inventory.tables_and_views
374,table_or_view,public.conversation_participants,column_contract,P0,PASS,6 columns detected,OpenAPI definitions
375,table_or_view,public.conversation_participants,primary_key_presence,P0,PASS,Primary key detected,OpenAPI column metadata
376,table_or_view,public.conversation_participants,foreign_key_integrity,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
377,table_or_view,public.conversation_participants,orphan_row_check,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
378,table_or_view,public.conversation_participants,index_presence_fk,P1,PASS,Index entries found in migrations,migration_derived_metadata.indexes
379,table_or_view,public.conversation_participants,index_usage_baseline,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
380,table_or_view,public.conversation_participants,unique_constraint_check,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
381,table_or_view,public.conversation_participants,not_null_required_fields,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
382,table_or_view,public.conversation_participants,default_values_sanity,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
383,table_or_view,public.conversation_participants,rls_enabled,P0,PASS,Policies detected in migrations,migration_derived_metadata.policies
384,table_or_view,public.conversation_participants,rls_select_owner_scope,P0,PASS,Policies detected in migrations,migration_derived_metadata.policies
385,table_or_view,public.conversation_participants,rls_insert_owner_scope,P0,PASS,Policies detected in migrations,migration_derived_metadata.policies
386,table_or_view,public.conversation_participants,rls_update_owner_scope,P0,PASS,Policies detected in migrations,migration_derived_metadata.policies
387,table_or_view,public.conversation_participants,rls_delete_owner_scope,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
388,table_or_view,public.conversation_participants,rls_admin_bypass_expected,P1,PASS,Policies detected in migrations,migration_derived_metadata.policies
389,table_or_view,public.conversation_participants,rls_recursion_risk_scan,P0,PASS,No direct recursion marker found,migrations scan
390,table_or_view,public.conversation_participants,api_select_endpoint_ok,P1,PASS,GET status=200,/rest/v1/conversation_participants?select=*
391,table_or_view,public.conversation_participants,api_insert_endpoint_ok,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
392,table_or_view,public.conversation_participants,api_update_endpoint_ok,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
393,table_or_view,public.conversation_participants,api_delete_endpoint_guarded,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
394,table_or_view,public.conversation_participants,api_payload_shape_validation,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
395,table_or_view,public.conversation_participants,ui_widget_source_mapping,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
396,table_or_view,public.conversation_participants,ui_widget_empty_state_sanity,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
397,table_or_view,public.conversation_participants,dashboard_role_visibility,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
398,table_or_view,public.conversation_participants,dashboard_cross_role_data_leak,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
399,table_or_view,public.conversation_participants,pagination_support,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
400,table_or_view,public.conversation_participants,sorting_support,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
401,table_or_view,public.conversation_participants,filtering_support,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
402,table_or_view,public.conversation_participants,count_query_support,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
403,table_or_view,public.conversation_participants,data_freshness_timestamp,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
404,table_or_view,public.conversation_participants,created_at_presence,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
405,table_or_view,public.conversation_participants,updated_at_presence,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
406,table_or_view,public.conversation_participants,timezone_consistency,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
407,table_or_view,public.conversation_participants,currency_precision_numeric,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
408,table_or_view,public.conversation_participants,negative_amount_guard,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
409,table_or_view,public.conversation_participants,status_enum_validity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
410,table_or_view,public.conversation_participants,null_rate_critical_fields,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
411,table_or_view,public.conversation_participants,duplicate_business_key_scan,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
412,table_or_view,public.conversation_participants,sensitive_data_exposure_scan,P0,FAIL,Potential secrets detected in 8 file-pattern hits,.env:paystack_live_secret; .env:paystack_live_public; .env:supabase_secret_key; .env:resend_key; .env.local:paystack_live_secret; .env.local:paystack_live_public; .env.local:supabase_secret_key; .env.local:resend_key
413,table_or_view,public.conversation_participants,audit_log_coverage,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
414,table_or_view,public.conversation_participants,trigger_presence_expected,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
415,table_or_view,public.conversation_participants,trigger_side_effect_sanity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
416,table_or_view,public.conversation_participants,function_dependency_validity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
417,table_or_view,public.conversation_participants,migration_history_alignment,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
418,table_or_view,public.conversation_participants,backup_readiness_signal,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
419,table_or_view,public.conversation_participants,restore_simulation_plan,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
420,table_or_view,public.conversation_participants,webhook_idempotency_key,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
421,table_or_view,public.conversation_participants,webhook_signature_verification,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
422,table_or_view,public.conversation_participants,webhook_replay_no_duplicate_effect,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
423,table_or_view,public.conversation_participants,provider_reference_uniqueness,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
424,table_or_view,public.conversation_participants,payment_state_machine_validity,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
425,table_or_view,public.conversation_participants,commission_calculation_consistency,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
426,table_or_view,public.conversation_participants,payout_state_machine_validity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
427,table_or_view,public.conversation_participants,invoice_delivery_pipeline,P1,PASS,Invoice->notification pipeline passed,"{""invoice_id"":""5565fb7f-98b1-498b-b6b7-51e2cb60fd5f"",""send_invoice_status"":200,""send_invoice_body"":{""success"":true,""invoice_id"":""5565fb7f-98b1-498b-b6b7-51e2cb60fd5f"",""status"":""sent"",""reference"":""PRQ_f0z9b3jpwvddqk3"",""authorization_url"":""ht"
428,table_or_view,public.conversation_participants,notification_insert_compatibility,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
429,table_or_view,public.conversation_participants,realtime_channel_mapping,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
430,table_or_view,public.conversation_participants,storage_acl_scope,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
431,table_or_view,public.conversation_participants,avatar_upload_constraints,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
432,table_or_view,public.conversation_participants,google_avatar_sync,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
433,table_or_view,public.conversation_participants,oauth_role_routing,P0,PASS,Role login pass count=4,npm run verify:test-logins
434,table_or_view,public.conversation_participants,password_login_role_routing,P0,PASS,Role login pass count=4,npm run verify:test-logins
435,table_or_view,public.conversation_participants,session_expiry_recovery,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
436,table_or_view,public.conversation_participants,failed_fetch_error_surface,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
437,table_or_view,public.conversation_participants,mobile_layout_data_endpoint_stability,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
438,table_or_view,public.conversation_participants,csv_export_source_integrity,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
439,table_or_view,public.conversation_participants,search_query_performance_baseline,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
440,table_or_view,public.conversation_participants,n_plus_one_query_risk,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
441,table_or_view,public.conversation_participants,deadlock_risk_heuristic,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
442,table_or_view,public.conversation_participants,race_condition_risk_heuristic,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
443,table_or_view,public.conversation_participants,transaction_atomicity_required_paths,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
444,table_or_view,public.conversation_participants,service_role_leak_scan,P0,FAIL,Potential secrets detected in 8 file-pattern hits,.env:paystack_live_secret; .env:paystack_live_public; .env:supabase_secret_key; .env:resend_key; .env.local:paystack_live_secret; .env.local:paystack_live_public; .env.local:supabase_secret_key; .env.local:resend_key
445,table_or_view,public.conversation_participants,anon_role_capability_boundary,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
446,table_or_view,public.conversation_participants,admin_godmode_boundary,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
447,table_or_view,public.conversation_participants,soft_delete_behavior_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
448,table_or_view,public.conversation_participants,hard_delete_guardrails,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
449,table_or_view,public.conversation_participants,topup_pending_to_success_transition,P0,PASS,initiate-topup created topup/invoice entry,"{""success"":true,""topup_id"":""f9b61f9d-0d0d-49d7-9c11-ccb8f41daf2b"",""invoice_id"":""f9b61f9d-0d0d-49d7-9c11-ccb8f41daf2b"",""reference"":""topup_f9b61f9d0d0d49d79c11ccb8f41daf2b"",""authorization_url"":""https://checkout.paystack.co"
450,table_or_view,public.conversation_participants,invoice_pending_to_paid_transition,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
451,table_or_view,public.conversation_participants,commission_post_payment_trigger,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
452,table_or_view,public.conversation_participants,billing_dashboard_reflection,P1,PASS,Invoice->notification pipeline passed,"{""invoice_id"":""5565fb7f-98b1-498b-b6b7-51e2cb60fd5f"",""send_invoice_status"":200,""send_invoice_body"":{""success"":true,""invoice_id"":""5565fb7f-98b1-498b-b6b7-51e2cb60fd5f"",""status"":""sent"",""reference"":""PRQ_f0z9b3jpwvddqk3"",""authorization_url"":""ht"
453,table_or_view,public.conversation_participants,notifications_dashboard_reflection,P1,PASS,Invoice->notification pipeline passed,"{""invoice_id"":""5565fb7f-98b1-498b-b6b7-51e2cb60fd5f"",""send_invoice_status"":200,""send_invoice_body"":{""success"":true,""invoice_id"":""5565fb7f-98b1-498b-b6b7-51e2cb60fd5f"",""status"":""sent"",""reference"":""PRQ_f0z9b3jpwvddqk3"",""authorization_url"":""ht"
454,table_or_view,public.conversation_participants,data_persistence_after_refresh,P0,PASS,Synthetic inserted records remained queryable after re-fetch,invoice read-after-write probe
455,table_or_view,public.conversation_participants,schema_cache_mismatch_scan,P0,PASS,profile-write function succeeded (schema compatibility OK),"{""success"":true,""profile"":{""id"":""3961d2b6-eb9e-44f4-a55f-918fd4ba6a84"",""first_name"":""Client"",""last_name"":""User"",""email"":""client@test.com"",""phone"":null,""role"":""client"",""created_at"":""2026-02-24T10:02:54.479159+00:00"",""upda"
456,table_or_view,public.conversation_participants,compat_columns_fallback_scan,P1,PASS,profile-write function succeeded (schema compatibility OK),"{""success"":true,""profile"":{""id"":""3961d2b6-eb9e-44f4-a55f-918fd4ba6a84"",""first_name"":""Client"",""last_name"":""User"",""email"":""client@test.com"",""phone"":null,""role"":""client"",""created_at"":""2026-02-24T10:02:54.479159+00:00"",""upda"
457,table_or_view,public.conversation_participants,legacy_table_compat_view_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
458,table_or_view,public.conversation_participants,check_constraint_enforcement,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
459,table_or_view,public.conversation_participants,enum_value_drift_scan,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
460,table_or_view,public.conversation_participants,project_assignment_integrity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
461,table_or_view,public.conversation_participants,milestone_release_integrity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
462,table_or_view,public.conversation_participants,financial_ledger_consistency,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
463,table_or_view,public.conversation_participants,wallet_balance_reconciliation,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
464,table_or_view,public.conversation_participants,openapi_endpoint_contract,P2,PASS,GET status=200,/rest/v1/conversation_participants?select=*
465,table_or_view,public.conversation_participants,edge_function_auth_mode,P1,PASS,Edge functions probed: 11,OPTIONS probes
466,table_or_view,public.conversation_participants,edge_function_cors_mode,P2,PASS,Edge functions probed: 11,OPTIONS probes
467,table_or_view,public.conversation_participants,edge_function_error_shape,P2,PASS,Edge functions probed: 11,OPTIONS probes
468,table_or_view,public.conversation_participants,email_provider_sendability,P1,PASS,No domain restriction detected in probe,send-invoice probe
469,table_or_view,public.conversation_participants,email_provider_domain_verification_required,P2,PASS,No domain restriction detected in probe,send-invoice probe
470,table_or_view,public.conversation_participants,paystack_init_payload_validity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
471,table_or_view,public.conversation_participants,paystack_webhook_payload_validity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
472,table_or_view,public.conversation_participants,resend_payload_validity,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
473,table_or_view,public.conversation_participants,oauth_redirect_url_alignment,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
474,table_or_view,public.conversation_participants,localhost_origin_alignment,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
475,table_or_view,public.conversation_participants,vercel_env_placeholder_compliance,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
476,table_or_view,public.conversation_participants,demo_data_absence_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
477,table_or_view,public.conversation_participants,seed_script_safety_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
478,table_or_view,public.conversation_participants,sql_injection_surface_scan,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
479,table_or_view,public.conversation_participants,xss_surface_scan,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
480,table_or_view,public.conversation_participants,csrf_relevance_assessment,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
481,table_or_view,public.conversation_participants,rate_limit_presence,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
482,table_or_view,public.conversation_participants,abuse_protection_presence,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
483,table_or_view,public.conversation_participants,log_noise_vs_signal_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
484,table_or_view,public.conversation_participants,p0_error_log_absence,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
485,table_or_view,public.conversation_participants,table_growth_risk_signal,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
486,table_or_view,public.conversation_participants,retention_policy_defined,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
487,table_or_view,public.conversation_participants,anomaly_detection_signal,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
488,table_or_view,public.conversation_participants,tenant_isolation_signal,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
489,table_or_view,public.conversation_participants,cross_dashboard_data_join_validity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
490,table_or_view,public.conversation_participants,message_thread_integrity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
491,table_or_view,public.conversation_participants,proposal_lifecycle_integrity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
492,table_or_view,public.conversation_participants,project_status_transition_graph,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
493,table_or_view,public.conversation_participants,invoice_status_transition_graph,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
494,table_or_view,public.conversation_participants,notification_read_unread_transition,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
495,table_or_view,public.conversation_participants,avatar_url_validity_sanity,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
496,table_or_view,public.conversation_participants,storage_signed_url_policy,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
497,table_or_view,public.conversations,table_exists,P0,PASS,Found in inventory,db_inventory.tables_and_views
498,table_or_view,public.conversations,column_contract,P0,PASS,7 columns detected,OpenAPI definitions
499,table_or_view,public.conversations,primary_key_presence,P0,PASS,Primary key detected,OpenAPI column metadata
500,table_or_view,public.conversations,foreign_key_integrity,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
501,table_or_view,public.conversations,orphan_row_check,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
502,table_or_view,public.conversations,index_presence_fk,P1,WARN,No index entries in migration metadata,migration_derived_metadata.indexes
503,table_or_view,public.conversations,index_usage_baseline,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
504,table_or_view,public.conversations,unique_constraint_check,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
505,table_or_view,public.conversations,not_null_required_fields,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
506,table_or_view,public.conversations,default_values_sanity,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
507,table_or_view,public.conversations,rls_enabled,P0,PASS,Policies detected in migrations,migration_derived_metadata.policies
508,table_or_view,public.conversations,rls_select_owner_scope,P0,PASS,Policies detected in migrations,migration_derived_metadata.policies
509,table_or_view,public.conversations,rls_insert_owner_scope,P0,PASS,Policies detected in migrations,migration_derived_metadata.policies
510,table_or_view,public.conversations,rls_update_owner_scope,P0,PASS,Policies detected in migrations,migration_derived_metadata.policies
